IdPunto	Latitud	Longitud	Descripcion
738	-17,780509	-63,149857	P 738  
739	-17,780098	-63,148691	P 739  
740	-17,780285	-63,149186	P 740  
741	-17,796153	-63,193173	P 741  
742	-17,793466	-63,191377	P 742  
743	-17,822302	-63,187307	P 743  
744	-17,799085	-63,149895	P 744  
745	-17,7982	-63,149618	P 745  
746	-17,798413	-63,14948	P 746  
747	-17,798921	-63,149594	P 747  
748	-17,799062	-63,148553	P 748  
749	-17,801372	-63,137313	P 749  
750	-17,800385	-63,143381	P 750  
751	-17,799566	-63,146571	P 751  
752	-17,801137	-63,139756	P 752  
753	-17,801429	-63,136618	P 753  
754	-17,803493	-63,152464	P 754  
755	-17,774282	-63,174615	P 755  
756	-17,773675	-63,17448	P 756  
757	-17,771355	-63,172269	P 757  
758	-17,7716	-63,17252	P 758  
759	-17,771878	-63,172773	P 759  
760	-17,772453	-63,173312	P 760  
761	-17,772319	-63,173192	P 761  
762	-17,77304	-63,173861	P 762  
763	-17,765622	-63,161806	P 763  
764	-17,764735	-63,161136	P 764  
765	-17,771213	-63,167807	P 765  
766	-17,771031	-63,167572	P 766  
767	-17,769292	-63,165527	P 767  
768	-17,770405	-63,166831	P 768  
769	-17,769731	-63,166038	P 769  
770	-17,766399	-63,162515	P 770  
771	-17,767386	-63,163447	P 771  
772	-17,768858	-63,165014	P 772  
773	-17,768386	-63,164468	P 773  
774	-17,767899	-63,163942	P 774  
775	-17,771386	-63,167762	P 775  
776	-17,797591	-63,152079	P 776  
777	-17,796699	-63,154239	P 777  
778	-17,796463	-63,154823	P 778  
779	-17,79601	-63,155939	P 779  
780	-17,795627	-63,15693	P 780  
781	-17,797003	-63,153512	P 781  
782	-17,796252	-63,155332	P 782  
783	-17,797285	-63,152784	P 783  
784	-17,797212	-63,152979	P 784  
785	-17,764435	-63,16077	P 785  
786	-17,764594	-63,160603	P 786  
787	-17,764591	-63,161119	P 787  
788	-17,764458	-63,161	P 788  
789	-17,763296	-63,15976	P 789  
790	-17,763732	-63,159624	P 790  
791	-17,763369	-63,160012	P 791  
792	-17,779178	-63,180395	P 792  
793	-17,779877	-63,146907	P 793  
794	-17,77931	-63,146053	P 794  
795	-17,77812	-63,142839	P 795  
796	-17,77851	-63,143865	P 796  
797	-17,776281	-63,13794	P 797  
798	-17,775673	-63,136319	P 798  
799	-17,777494	-63,14115	P 799  
800	-17,776915	-63,13962	P 800  
801	-17,778874	-63,144831	P 801  
802	-17,775237	-63,135165	P 802  
803	-17,774479	-63,133161	P 803  
804	-17,772519	-63,127953	P 804  
805	-17,774416	-63,132988	P 805  
806	-17,770379	-63,122594	P 806  
807	-17,771868	-63,126295	P 807  
808	-17,771493	-63,125371	P 808  
809	-17,770978	-63,12405	P 809  
810	-17,775127	-63,179883	P 810  
811	-17,812692	-63,206061	P 811  
812	-17,813177	-63,206575	P 812  
813	-17,811251	-63,204244	P 813  
814	-17,810797	-63,203569	P 814  
815	-17,809226	-63,201304	P 815  
816	-17,809816	-63,202168	P 816  
817	-17,810295	-63,202865	P 817  
818	-17,809936	-63,202358	P 818  
819	-17,8089	-63,200851	P 819  
820	-17,809477	-63,200333	P 820  
821	-17,815953	-63,199281	P 821  
822	-17,785141	-63,184655	P 822  
823	-17,803859	-63,127744	P 823  
824	-17,804218	-63,127784	P 824  
825	-17,778659	-63,122702	P 825  
826	-17,780743	-63,125682	P 826  
827	-17,803681	-63,164287	P 827  
828	-17,80413	-63,164931	P 828  
829	-17,803089	-63,163479	P 829  
830	-17,802554	-63,162836	P 830  
831	-17,794575	-63,160858	P 831  
832	-17,794944	-63,160558	P 832  
833	-17,795154	-63,158558	P 833  
834	-17,795617	-63,157485	P 834  
835	-17,794069	-63,162443	P 835  
836	-17,789827	-63,162488	P 836  
837	-17,791737	-63,1629	P 837  
838	-17,792558	-63,162847	P 838  
839	-17,793252	-63,162696	P 839  
840	-17,798379	-63,168545	P 840  
841	-17,795959	-63,156631	P 841  
842	-17,795809	-63,157006	P 842  
843	-17,796043	-63,156424	P 843  
844	-17,796453	-63,155412	P 844  
845	-17,797772	-63,152192	P 845  
846	-17,798005	-63,151619	P 846  
847	-17,797524	-63,152792	P 847  
848	-17,796828	-63,154512	P 848  
849	-17,796584	-63,155101	P 849  
850	-17,797303	-63,153344	P 850  
851	-17,797416	-63,153063	P 851  
852	-17,797056	-63,153926	P 852  
853	-17,794823	-63,159149	P 853  
854	-17,795379	-63,1573	P 854  
855	-17,795838	-63,157384	P 855  
856	-17,795891	-63,157164	P 856  
857	-17,795387	-63,1571	P 857  
858	-17,800576	-63,158134	P 858  
859	-17,799628	-63,154624	P 859  
860	-17,78207	-63,163852	P 860  
861	-17,781864	-63,159435	P 861  
862	-17,77145	-63,18252	P 862  
863	-17,772035	-63,18248	P 863  
864	-17,750654	-63,154456	P 864  
865	-17,751241	-63,15486	P 865  
866	-17,751816	-63,155256	P 866  
867	-17,752409	-63,155664	P 867  
868	-17,749508	-63,153667	P 868  
869	-17,750077	-63,154059	P 869  
870	-17,753513	-63,156597	P 870  
871	-17,768829	-63,164756	P 871  
872	-17,721414	-63,160347	P 872  
873	-17,721318	-63,160637	P 873  
874	-17,722581	-63,159508	P 874  
875	-17,7211	-63,161306	P 875  
876	-17,728777	-63,132695	P 876  
877	-17,74181	-63,148465	P 877  
878	-17,721358	-63,164112	P 878  
879	-17,718514	-63,162838	P 879  
880	-17,802024	-63,226296	P 880  
881	-17,802148	-63,22637	P 881  
882	-17,806491	-63,227709	P 882  
883	-17,803259	-63,226829	P 883  
884	-17,81121	-63,229189	P 884  
885	-17,71657	-63,162234	P 885  
886	-17,717362	-63,162544	P 886  
887	-17,718825	-63,163118	P 887  
888	-17,778013	-63,189391	P 888  
889	-17,802654	-63,152913	P 889  
890	-17,80107	-63,15379	P 890  
891	-17,800539	-63,154083	P 891  
892	-17,800014	-63,154392	P 892  
893	-17,801608	-63,153492	P 893  
894	-17,800339	-63,15421	P 894  
895	-17,801921	-63,099579	P 895  
896	-17,789585	-63,188325	P 896  
897	-17,803586	-63,187219	P 897  
898	-17,806551	-63,187241	P 898  
899	-17,800368	-63,19509	P 899  
900	-17,803132	-63,19821	P 900  
901	-17,798985	-63,193526	P 901  
902	-17,802455	-63,197433	P 902  
903	-17,799675	-63,194297	P 903  
904	-17,814669	-63,18884	P 904  
905	-17,815375	-63,188599	P 905  
906	-17,819913	-63,187722	P 906  
907	-17,817549	-63,188108	P 907  
908	-17,813212	-63,207079	P 908  
909	-17,781912	-63,16237	P 909  
910	-17,778391	-63,179284	P 910  
911	-17,770243	-63,166418	P 911  
912	-17,769719	-63,16579	P 912  
913	-17,769225	-63,165191	P 913  
914	-17,770631	-63,166895	P 914  
915	-17,771056	-63,167387	P 915  
916	-17,765595	-63,161578	P 916  
917	-17,76738	-63,163238	P 917  
918	-17,766843	-63,162744	P 918  
919	-17,76635	-63,162269	P 919  
920	-17,767883	-63,163711	P 920  
921	-17,768362	-63,164206	P 921  
922	-17,796692	-63,192272	P 922  
923	-17,796422	-63,192712	P 923  
924	-17,804332	-63,198971	P 924  
925	-17,80369	-63,19884	P 925  
926	-17,79386	-63,165988	P 926  
927	-17,792551	-63,165779	P 927  
928	-17,788698	-63,164546	P 928  
929	-17,788084	-63,164362	P 929  
930	-17,791809	-63,165617	P 930  
931	-17,781971	-63,160501	P 931  
932	-17,782164	-63,162646	P 932  
933	-17,782266	-63,163678	P 933  
934	-17,781766	-63,158349	P 934  
935	-17,782067	-63,161652	P 935  
936	-17,814008	-63,20625	P 936  
937	-17,792529	-63,126905	P 937  
938	-17,792544	-63,126474	P 938  
939	-17,792605	-63,126799	P 939  
940	-17,781676	-63,125321	P 940  
941	-17,800435	-63,141928	P 941  
942	-17,781641	-63,159441	P 942  
943	-17,781304	-63,155786	P 943  
944	-17,78174	-63,160511	P 944  
945	-17,779273	-63,147536	P 945  
946	-17,781007	-63,151105	P 946  
947	-17,780789	-63,149948	P 947  
948	-17,781661	-63,157323	P 948  
949	-17,781565	-63,156343	P 949  
950	-17,780481	-63,14899	P 950  
951	-17,781451	-63,157329	P 951  
952	-17,781464	-63,155176	P 952  
953	-17,781513	-63,155747	P 953  
954	-17,749547	-63,153875	P 954  
955	-17,762332	-63,158944	P 955  
956	-17,758944	-63,15663	P 956  
957	-17,758433	-63,156302	P 957  
958	-17,759446	-63,156959	P 958  
959	-17,753567	-63,156462	P 959  
960	-17,758981	-63,156772	P 960  
961	-17,758484	-63,156438	P 961  
962	-17,759559	-63,157154	P 962  
963	-17,762218	-63,158973	P 963  
964	-17,757972	-63,156086	P 964  
965	-17,757507	-63,155767	P 965  
966	-17,819915	-63,207577	P 966  
967	-17,819354	-63,207113	P 967  
968	-17,817597	-63,205691	P 968  
969	-17,816422	-63,20472	P 969  
970	-17,820479	-63,208048	P 970  
971	-17,81706	-63,205245	P 971  
972	-17,821081	-63,208526	P 972  
973	-17,838936	-63,201022	P 973  
974	-17,80847	-63,228039	P 974  
975	-17,805479	-63,145916	P 975  
976	-17,805559	-63,145783	P 976  
977	-17,808692	-63,147951	P 977  
978	-17,807638	-63,147225	P 978  
979	-17,806466	-63,146419	P 979  
980	-17,80963	-63,148589	P 980  
981	-17,810163	-63,148954	P 981  
982	-17,809005	-63,148152	P 982  
983	-17,807046	-63,146813	P 983  
984	-17,807355	-63,147018	P 984  
985	-17,807888	-63,147392	P 985  
986	-17,791801	-63,132981	P 986  
987	-17,796739	-63,129074	P 987  
988	-17,800832	-63,127542	P 988  
989	-17,801431	-63,127598	P 989  
990	-17,801138	-63,138082	P 990  
991	-17,800965	-63,139812	P 991  
992	-17,800186	-63,127481	P 992  
993	-17,797745	-63,127228	P 993  
994	-17,799569	-63,127418	P 994  
995	-17,79876	-63,148619	P 995  
996	-17,800544	-63,141529	P 996  
997	-17,799985	-63,143707	P 997  
998	-17,799645	-63,145102	P 998  
999	-17,798392	-63,127289	P 999  
1000	-17,79906	-63,127357	P 1000 
1001	-17,778306	-63,117908	P 1001 
1002	-17,83307	-63,199104	P 1002 
1003	-17,829807	-63,202075	P 1003 
1004	-17,843318	-63,201218	P 1004 
1005	-17,842945	-63,202002	P 1005 
1006	-17,782121	-63,164183	P 1006 
1007	-17,819374	-63,2333	P 1007 
1008	-17,822247	-63,234717	P 1008 
1009	-17,817742	-63,23251	P 1009 
1010	-17,833968	-63,220171	P 1010 
1011	-17,833654	-63,219866	P 1011 
1012	-17,834502	-63,22066	P 1012 
1013	-17,834073	-63,220277	P 1013 
1014	-17,834351	-63,220538	P 1014 
1015	-17,837178	-63,199016	P 1015 
1016	-17,83673	-63,198515	P 1016 
1017	-17,83629	-63,197986	P 1017 
1018	-17,835405	-63,196939	P 1018 
1019	-17,833576	-63,198668	P 1019 
1020	-17,833407	-63,198785	P 1020 
1021	-17,834068	-63,198207	P 1021 
1022	-17,85292	-63,201135	P 1022 
1023	-17,852776	-63,201416	P 1023 
1024	-17,847018	-63,201767	P 1024 
1025	-17,846722	-63,202403	P 1025 
1026	-17,845335	-63,200886	P 1026 
1027	-17,84644	-63,201445	P 1027 
1028	-17,844705	-63,200535	P 1028 
1029	-17,826482	-63,213915	P 1029 
1030	-17,827065	-63,21498	P 1030 
1031	-17,830757	-63,217296	P 1031 
1032	-17,830539	-63,217079	P 1032 
1033	-17,801048	-63,195859	P 1033 
1034	-17,782296	-63,16424	P 1034 
1035	-17,756203	-63,154929	P 1035 
1036	-17,754583	-63,157348	P 1036 
1037	-17,754123	-63,15811	P 1037 
1038	-17,757412	-63,155614	P 1038 
1039	-17,757928	-63,15596	P 1039 
1040	-17,774325	-63,133107	P 1040 
1041	-17,737442	-63,150616	P 1041 
1042	-17,773112	-63,129858	P 1042 
1043	-17,732764	-63,147461	P 1043 
1044	-17,732989	-63,147088	P 1044 
1045	-17,72968	-63,135091	P 1045 
1046	-17,728805	-63,134525	P 1046 
1047	-17,735012	-63,138332	P 1047 
1048	-17,733256	-63,137365	P 1048 
1049	-17,730775	-63,13583	P 1049 
1050	-17,8014	-63,135146	P 1050 
1051	-17,801101	-63,138534	P 1051 
1052	-17,800496	-63,141712	P 1052 
1053	-17,801203	-63,137335	P 1053 
1054	-17,801321	-63,135985	P 1054 
1055	-17,723784	-63,14368	P 1055 
1056	-17,724035	-63,151742	P 1056 
1057	-17,775996	-63,137559	P 1057 
1058	-17,723536	-63,151145	P 1058 
1059	-17,725606	-63,15579	P 1059 
1060	-17,722601	-63,154309	P 1060 
1061	-17,72979	-63,145061	P 1061 
1062	-17,723783	-63,152376	P 1062 
1063	-17,720582	-63,153296	P 1063 
1064	-17,774778	-63,125565	P 1064 
1065	-17,724929	-63,144464	P 1065 
1066	-17,808654	-63,128329	P 1066 
1067	-17,739195	-63,146739	P 1067 
1068	-17,723797	-63,158593	P 1068 
1069	-17,777409	-63,141296	P 1069 
1070	-17,725517	-63,144819	P 1070 
1071	-17,777452	-63,141432	P 1071 
1072	-17,737071	-63,145342	P 1072 
1073	-17,762786	-63,15936	P 1073 
1074	-17,807008	-63,12818	P 1074 
1075	-17,723576	-63,159324	P 1075 
1076	-17,770845	-63,124092	P 1076 
1077	-17,771647	-63,126117	P 1077 
1078	-17,77128	-63,125173	P 1078 
1079	-17,773184	-63,126958	P 1079 
1080	-17,728149	-63,143986	P 1080 
1081	-17,724373	-63,144068	P 1081 
1082	-17,756303	-63,155654	P 1082 
1083	-17,757141	-63,155555	P 1083 
1084	-17,804062	-63,127931	P 1084 
1085	-17,724277	-63,151129	P 1085 
1086	-17,804825	-63,128016	P 1086 
1087	-17,8034	-63,127854	P 1087 
1088	-17,726412	-63,156176	P 1088 
1089	-17,775002	-63,119941	P 1089 
1090	-17,774603	-63,118354	P 1090 
1091	-17,774708	-63,118767	P 1091 
1092	-17,774956	-63,119718	P 1092 
1093	-17,774466	-63,117843	P 1093 
1094	-17,72136	-63,143685	P 1094 
1095	-17,721268	-63,14305	P 1095 
1096	-17,721082	-63,141824	P 1096 
1097	-17,72112	-63,142114	P 1097 
1098	-17,824985	-63,13182	P 1098 
1099	-17,822288	-63,134623	P 1099 
1100	-17,820695	-63,136319	P 1100 
1101	-17,818448	-63,138704	P 1101 
1102	-17,8188	-63,138332	P 1102 
1103	-17,82193	-63,135033	P 1103 
1104	-17,821295	-63,135705	P 1104 
1105	-17,823866	-63,132989	P 1105 
1106	-17,822918	-63,134004	P 1106 
1107	-17,824395	-63,132423	P 1107 
1108	-17,80238	-63,117714	P 1108 
1109	-17,804543	-63,118439	P 1109 
1110	-17,779922	-63,115597	P 1110 
1111	-17,781538	-63,120625	P 1111 
1112	-17,772641	-63,118828	P 1112 
1113	-17,771868	-63,118847	P 1113 
1114	-17,77086	-63,118907	P 1114 
1115	-17,773317	-63,118778	P 1115 
1116	-17,777943	-63,117248	P 1116 
1117	-17,790643	-63,118123	P 1117 
1118	-17,806066	-63,118662	P 1118 
1119	-17,777503	-63,118489	P 1119 
1120	-17,777733	-63,119123	P 1120 
1121	-17,777316	-63,117964	P 1121 
1122	-17,777184	-63,117579	P 1122 
1123	-17,78216	-63,11855	P 1123 
1124	-17,777214	-63,108648	P 1124 
1125	-17,798628	-63,127145	P 1125 
1126	-17,778989	-63,117421	P 1126 
1127	-17,777281	-63,107728	P 1127 
1128	-17,801266	-63,127418	P 1128 
1129	-17,782745	-63,118447	P 1129 
1130	-17,787708	-63,117976	P 1130 
1131	-17,781188	-63,119267	P 1131 
1132	-17,789747	-63,118068	P 1132 
1133	-17,781352	-63,119963	P 1133 
1134	-17,779558	-63,11703	P 1134 
1135	-17,781621	-63,118626	P 1135 
1136	-17,800504	-63,127347	P 1136 
1137	-17,805226	-63,118549	P 1137 
1138	-17,783408	-63,118356	P 1138 
1139	-17,775679	-63,119744	P 1139 
1140	-17,770604	-63,120001	P 1140 
1141	-17,799812	-63,127264	P 1141 
1142	-17,784127	-63,108099	P 1142 
1143	-17,799522	-63,118691	P 1143 
1144	-17,795263	-63,118451	P 1144 
1145	-17,794049	-63,118328	P 1145 
1146	-17,784116	-63,118246	P 1146 
1147	-17,803131	-63,11769	P 1147 
1148	-17,781321	-63,118674	P 1148 
1149	-17,778491	-63,1119	P 1149 
1150	-17,777529	-63,109403	P 1150 
1151	-17,778154	-63,111006	P 1151 
1152	-17,777133	-63,107783	P 1152 
1153	-17,793389	-63,118263	P 1153 
1154	-17,80833	-63,121579	P 1154 
1155	-17,782605	-63,118474	P 1155 
1156	-17,770345	-63,120146	P 1156 
1157	-17,786989	-63,117932	P 1157 
1158	-17,779798	-63,107948	P 1158 
1159	-17,807974	-63,127395	P 1159 
1160	-17,808253	-63,122967	P 1160 
1161	-17,80805	-63,126171	P 1161 
1162	-17,808287	-63,12253	P 1162 
1163	-17,808444	-63,119964	P 1163 
1164	-17,808491	-63,119212	P 1164 
1165	-17,808429	-63,12018	P 1165 
1166	-17,794626	-63,118377	P 1166 
1167	-17,788406	-63,11799	P 1167 
1168	-17,812483	-63,128407	P 1168 
1169	-17,790396	-63,118103	P 1169 
1170	-17,809534	-63,128263	P 1170 
1171	-17,809523	-63,128405	P 1171 
1172	-17,810911	-63,128359	P 1172 
1173	-17,810894	-63,128529	P 1173 
1174	-17,8076	-63,128329	P 1174 
1175	-17,725638	-63,140284	P 1175 
1176	-17,726376	-63,139092	P 1176 
1177	-17,718473	-63,141412	P 1177 
1178	-17,80093	-63,099551	P 1178 
1179	-17,717243	-63,145662	P 1179 
1180	-17,724209	-63,139278	P 1180 
1181	-17,720015	-63,153778	P 1181 
1182	-17,714981	-63,148841	P 1182 
1183	-17,714428	-63,146271	P 1183 
1184	-17,79897	-63,099385	P 1184 
1185	-17,721113	-63,138806	P 1185 
1186	-17,721478	-63,138308	P 1186 
1187	-17,801982	-63,098316	P 1187 
1188	-17,803755	-63,089091	P 1188 
1189	-17,719432	-63,146959	P 1189 
1190	-17,722624	-63,138524	P 1190 
1191	-17,800303	-63,099503	P 1191 
1192	-17,722265	-63,15038	P 1192 
1193	-17,723284	-63,140268	P 1193 
1194	-17,721948	-63,138375	P 1194 
1195	-17,818247	-63,109648	P 1195 
1196	-17,799615	-63,099446	P 1196 
1197	-17,71547	-63,144964	P 1197 
1198	-17,715706	-63,145078	P 1198 
1199	-17,723835	-63,139022	P 1199 
1200	-17,85486	-63,203915	P 1200 
1201	-17,828529	-63,215312	P 1201 
1202	-17,83673	-63,222731	P 1202 
1203	-17,834703	-63,220844	P 1203 
1204	-17,829541	-63,216128	P 1204 
1205	-17,812561	-63,207732	P 1205 
1206	-17,778457	-63,181052	P 1206 
1207	-17,819172	-63,206974	P 1207 
1208	-17,814581	-63,205593	P 1208 
1209	-17,816896	-63,205112	P 1209 
1210	-17,781539	-63,158368	P 1210 
1211	-17,802292	-63,127873	P 1211 
1212	-17,756195	-63,154655	P 1212 
1213	-17,778221	-63,143522	P 1213 
1214	-17,810559	-63,228866	P 1214 
1215	-17,754045	-63,156965	P 1215 
1216	-17,750237	-63,154345	P 1216 
1217	-17,782477	-63,122698	P 1217 
1218	-17,782213	-63,122071	P 1218 
1219	-17,818455	-63,109136	P 1219 
1220	-17,812394	-63,128682	P 1220 
1221	-17,801987	-63,127469	P 1221 
1222	-17,799337	-63,127216	P 1222 
1223	-17,812088	-63,128477	P 1223 
1224	-17,798875	-63,118658	P 1224 
1225	-17,781314	-63,153782	P 1225 
1226	-17,754368	-63,15828	P 1226 
1227	-17,818239	-63,206211	P 1227 
1228	-17,818807	-63,206666	P 1228 
1229	-17,812081	-63,128642	P 1229 
1230	-17,716425	-63,162014	P 1230 
1231	-17,721949	-63,149984	P 1231 
1232	-17,720742	-63,148541	P 1232 
1233	-17,72027	-63,147966	P 1233 
1234	-17,77403	-63,182163	P 1234 
1235	-17,798917	-63,169175	P 1235 
1236	-17,772772	-63,18243	P 1236 
1237	-17,815931	-63,204322	P 1237 
1238	-17,815579	-63,204368	P 1238 
1239	-17,766997	-63,162882	P 1239 
1240	-17,781415	-63,120202	P 1240 
1241	-17,782449	-63,108067	P 1241 
1242	-17,78055	-63,108003	P 1242 
1243	-17,716599	-63,16208	P 1243 
1244	-17,716053	-63,162027	P 1244 
1245	-17,739893	-63,147197	P 1245 
1246	-17,736124	-63,144728	P 1246 
1247	-17,739614	-63,147017	P 1247 
1248	-17,737879	-63,145879	P 1248 
1249	-17,781368	-63,154307	P 1249 
1250	-17,780095	-63,147783	P 1250 
1251	-17,786051	-63,184535	P 1251 
1252	-17,790225	-63,176922	P 1252 
1253	-17,787948	-63,177441	P 1253 
1254	-17,782398	-63,177343	P 1254 
1255	-17,783438	-63,177215	P 1255 
1256	-17,780287	-63,177664	P 1256 
1257	-17,776032	-63,181284	P 1257 
1258	-17,794359	-63,166134	P 1258 
1259	-17,795012	-63,166271	P 1259 
1260	-17,781016	-63,153069	P 1260 
1261	-17,795302	-63,19269	P 1261 
1262	-17,794448	-63,192104	P 1262 
1263	-17,801259	-63,138549	P 1263 
1264	-17,800092	-63,144467	P 1264 
1265	-17,800561	-63,142627	P 1265 
1266	-17,801585	-63,135173	P 1266 
1267	-17,766915	-63,162992	P 1267 
1268	-17,771532	-63,16794	P 1268 
1269	-17,780542	-63,179919	P 1269 
1270	-17,788338	-63,18317	P 1270 
1271	-17,787249	-63,183332	P 1271 
1272	-17,78446	-63,177101	P 1272 
1273	-17,785223	-63,177004	P 1273 
1274	-17,786765	-63,176743	P 1274 
1275	-17,779694	-63,173995	P 1275 
1276	-17,778998	-63,184169	P 1276 
1277	-17,780857	-63,183965	P 1277 
1278	-17,776968	-63,17957	P 1278 
1279	-17,775681	-63,17985	P 1279 
1280	-17,812053	-63,205387	P 1280 
1281	-17,813942	-63,199617	P 1281 
1282	-17,81645	-63,199201	P 1282 
1283	-17,812893	-63,199797	P 1283 
1284	-17,81168	-63,200007	P 1284 
1285	-17,810112	-63,200237	P 1285 
1286	-17,777236	-63,123721	P 1286 
1287	-17,778074	-63,123116	P 1287 
1288	-17,779039	-63,123536	P 1288 
1289	-17,779314	-63,124097	P 1289 
1290	-17,780149	-63,125956	P 1290 
1291	-17,779888	-63,125343	P 1291 
1292	-17,779609	-63,124737	P 1292 
1293	-17,787575	-63,162762	P 1293 
1294	-17,813139	-63,189041	P 1294 
1295	-17,794805	-63,165507	P 1295 
1296	-17,800601	-63,159077	P 1296 
1297	-17,800532	-63,157112	P 1297 
1298	-17,800157	-63,155654	P 1298 
1299	-17,781238	-63,153055	P 1299 
1300	-17,781425	-63,154718	P 1300 
1301	-17,756931	-63,15491	P 1301 
1302	-17,7794	-63,147047	P 1302 
1303	-17,780241	-63,147331	P 1303 
1304	-17,780777	-63,182875	P 1304 
1305	-17,753006	-63,156076	P 1305 
1306	-17,752932	-63,156189	P 1306 
1307	-17,721821	-63,159024	P 1307 
1308	-17,729455	-63,132865	P 1308 
1309	-17,728105	-63,132535	P 1309 
1310	-17,817119	-63,232207	P 1310 
1311	-17,811839	-63,208094	P 1311 
1312	-17,811988	-63,208278	P 1312 
1313	-17,774821	-63,188101	P 1313 
1314	-17,77638	-63,189331	P 1314 
1315	-17,775338	-63,188562	P 1315 
1316	-17,801888	-63,1872	P 1316 
1317	-17,810552	-63,189129	P 1317 
1318	-17,807574	-63,187255	P 1318 
1319	-17,810644	-63,187279	P 1319 
1320	-17,809676	-63,187278	P 1320 
1321	-17,805796	-63,187241	P 1321 
1322	-17,804299	-63,187216	P 1322 
1323	-17,808661	-63,187264	P 1323 
1324	-17,818786	-63,187902	P 1324 
1325	-17,783084	-63,124733	P 1325 
1326	-17,783247	-63,124667	P 1326 
1327	-17,799832	-63,144383	P 1327 
1328	-17,823017	-63,235117	P 1328 
1329	-17,820254	-63,233727	P 1329 
1330	-17,809238	-63,228214	P 1330 
1331	-17,810119	-63,128311	P 1331 
1332	-17,792139	-63,128546	P 1332 
1333	-17,791928	-63,13164	P 1333 
1334	-17,792039	-63,130113	P 1334 
1335	-17,792187	-63,130142	P 1335 
1336	-17,797262	-63,130661	P 1336 
1337	-17,792077	-63,13166	P 1337 
1338	-17,797159	-63,132145	P 1338 
1339	-17,796267	-63,128231	P 1339 
1340	-17,797384	-63,129213	P 1340 
1341	-17,832579	-63,19958	P 1341 
1342	-17,832097	-63,200037	P 1342 
1343	-17,830436	-63,201557	P 1343 
1344	-17,830649	-63,201359	P 1344 
1345	-17,851438	-63,200191	P 1345 
1346	-17,836111	-63,22217	P 1346 
1347	-17,843828	-63,200122	P 1347 
1348	-17,787589	-63,180041	P 1348 
1349	-17,786742	-63,180125	P 1349 
1350	-17,789031	-63,17718	P 1350 
1351	-17,785028	-63,184669	P 1351 
1352	-17,788572	-63,184187	P 1352 
1353	-17,815215	-63,231243	P 1353 
1354	-17,815833	-63,231549	P 1354 
1355	-17,818355	-63,232825	P 1355 
1356	-17,813934	-63,230606	P 1356 
1357	-17,824068	-63,235616	P 1357 
1358	-17,816485	-63,231887	P 1358 
1359	-17,821229	-63,234226	P 1359 
1360	-17,840812	-63,200925	P 1360 
1361	-17,842344	-63,201708	P 1361 
1362	-17,840193	-63,20059	P 1362 
1363	-17,844461	-63,200451	P 1363 
1364	-17,855275	-63,203323	P 1364 
1365	-17,851964	-63,200521	P 1365 
1366	-17,852439	-63,200831	P 1366 
1367	-17,847285	-63,202849	P 1367 
1368	-17,832018	-63,21842	P 1368 
1369	-17,833049	-63,219331	P 1369 
1370	-17,831443	-63,217892	P 1370 
1371	-17,782159	-63,164519	P 1371 
1372	-17,782293	-63,164509	P 1372 
1373	-17,72602	-63,139667	P 1373 
1374	-17,726992	-63,138539	P 1374 
1375	-17,730442	-63,145483	P 1375 
1376	-17,807495	-63,135966	P 1376 
1377	-17,735619	-63,138669	P 1377 
1378	-17,734418	-63,138006	P 1378 
1379	-17,731382	-63,136256	P 1379 
1380	-17,7302	-63,135459	P 1380 
1381	-17,733857	-63,137707	P 1381 
1382	-17,724312	-63,156806	P 1382 
1383	-17,724048	-63,157742	P 1383 
1384	-17,807486	-63,136101	P 1384 
1385	-17,723276	-63,153718	P 1385 
1386	-17,723548	-63,153019	P 1386 
1387	-17,732139	-63,146565	P 1387 
1388	-17,738419	-63,150475	P 1388 
1389	-17,726644	-63,142988	P 1389 
1390	-17,7334	-63,147884	P 1390 
1391	-17,731029	-63,145851	P 1391 
1392	-17,721346	-63,149272	P 1392 
1393	-17,774143	-63,12612	P 1393 
1394	-17,731587	-63,146204	P 1394 
1395	-17,735744	-63,149465	P 1395 
1396	-17,807173	-63,140778	P 1396 
1397	-17,727199	-63,143363	P 1397 
1398	-17,737787	-63,150045	P 1398 
1399	-17,823388	-63,133519	P 1399 
1400	-17,81954	-63,13755	P 1400 
1401	-17,817396	-63,13981	P 1401 
1402	-17,813912	-63,109948	P 1402 
1403	-17,802378	-63,118905	P 1403 
1404	-17,814198	-63,109906	P 1404 
1405	-17,817362	-63,109904	P 1405 
1406	-17,816629	-63,109913	P 1406 
1407	-17,815129	-63,109904	P 1407 
1408	-17,815887	-63,109918	P 1408 
1409	-17,776294	-63,119563	P 1409 
1410	-17,786326	-63,117909	P 1410 
1411	-17,800854	-63,118763	P 1411 
1412	-17,800194	-63,118731	P 1412 
1413	-17,801516	-63,118791	P 1413 
1414	-17,780107	-63,116619	P 1414 
1415	-17,786136	-63,117945	P 1415 
1416	-17,778845	-63,112837	P 1416 
1417	-17,777746	-63,11735	P 1417 
1418	-17,773814	-63,118039	P 1418 
1419	-17,777851	-63,110205	P 1419 
1420	-17,78023	-63,116554	P 1420 
1421	-17,769662	-63,120476	P 1421 
1422	-17,773187	-63,118223	P 1422 
1423	-17,785461	-63,118037	P 1423 
1424	-17,7891	-63,118031	P 1424 
1425	-17,770053	-63,121465	P 1425 
1426	-17,80815	-63,124657	P 1426 
1427	-17,718263	-63,140036	P 1427 
