IdLineaPunto	IdLineaRuta	IdPunto	Orden	Latitud	Longitud	Distancia	Tiempo
4178	18	723	21	-17,789356	-63,187411	45,34	0,14
4179	18	1898	22	-17,789173	-63,18754	24,44	0,07
4180	18	1833	23	-17,788624	-63,187739	64,32	0,19
4181	18	1589	24	-17,788041	-63,187975	69,21	0,21
4182	18	1605	26	-17,785513	-63,188754	0	0
4183	18	1604	27	-17,784824	-63,188795	76,38	0,23
4184	18	1510	28	-17,784366	-63,188702	51,64	0,15
4185	18	1518	29	-17,783141	-63,1888	135,98	0,41
4186	18	1900	30	-17,78218	-63,188791	106,37	0,32
4187	18	1757	31	-17,781214	-63,18879	106,91	0,32
4188	18	1901	32	-17,780613	-63,188744	66,7	0,2
4189	18	1903	33	-17,779434	-63,18857	131,79	0,4
4190	18	1710	34	-17,778446	-63,18824	114,81	0,34
4191	18	2210	35	-17,777905	-63,18797	66,37	0,2
4192	18	1905	36	-17,777208	-63,187425	96,39	0,29
4193	18	1906	37	-17,77677	-63,186943	70,44	0,21
4194	18	1517	38	-17,776171	-63,185953	124,16	0,37
4195	18	1758	39	-17,77568	-63,184553	158,09	0,47
4196	18	1759	40	-17,775314	-63,183376	131,22	0,39
4197	18	1760	41	-17,774991	-63,182281	121,49	0,36
4198	18	1808	42	-17,774944	-63,1821	19,89	0,06
4199	18	1813	43	-17,774733	-63,180949	124,26	0,37
4200	18	1822	44	-17,774694	-63,179929	108,25	0,32
4201	18	1740	45	-17,774665	-63,178818	117,85	0,35
4202	18	1799	46	-17,774701	-63,178039	82,7	0,25
4203	18	1741	47	-17,774868	-63,177036	107,95	0,32
4204	18	1733	48	-17,775219	-63,175748	142	0,43
4205	18	2204	49	-17,775563	-63,174974	90,47	0,27
4206	18	710	50	-17,775721	-63,174671	36,58	0,11
4207	18	2203	51	-17,776101	-63,174184	66,6	0,2
4208	18	2202	52	-17,777115	-63,173433	137,61	0,41
4209	18	2201	53	-17,777751	-63,173193	74,85	0,22
4210	18	1990	54	-17,778043	-63,173177	32,36	0,1
4211	18	1991	55	-17,778291	-63,173097	28,73	0,09
4212	18	715	56	-17,779421	-63,172831	128,21	0,38
4213	18	1993	57	-17,780875	-63,172619	162,49	0,49
4214	18	1994	58	-17,780978	-63,172604	11,51	0,03
4215	18	1807	59	-17,781819	-63,172484	93,95	0,28
4216	18	18	60	-17,782832	-63,172338	113,18	0,34
4217	18	1817	61	-17,783016	-63,172404	21,53	0,06
4218	18	3	62	-17,783154	-63,172292	19,35	0,06
4219	18	1756	63	-17,78407	-63,172145	102,57	0,31
4220	18	1516	64	-17,78485	-63,172034	87,13	0,26
4221	18	2216	65	-17,785411	-63,171954	62,67	0,19
4222	18	1515	66	-17,785582	-63,171997	19,47	0,06
4223	18	1514	67	-17,785682	-63,171919	13,82	0,04
4224	18	709	68	-17,786583	-63,171761	101,12	0,3
4225	18	714	69	-17,787723	-63,171585	127,55	0,38
4226	18	708	70	-17,788916	-63,171454	132,77	0,4
4227	18	1999	71	-17,78958	-63,17159	74,89	0,22
4228	18	2109	72	-17,789891	-63,171715	36,88	0,11
4229	18	713	73	-17,790346	-63,172048	61,5	0,18
4230	18	2108	74	-17,790688	-63,172426	55,13	0,17
4231	18	2001	75	-17,790878	-63,172693	35,27	0,11
4232	19	711	1	-17,791578	-63,172938	0	0
4233	19	712	2	-17,791283	-63,172825	34,78	0,1
4234	19	1713	3	-17,791028	-63,172511	43,65	0,13
4235	19	1714	4	-17,790871	-63,172311	27,42	0,08
4236	19	2107	5	-17,790669	-63,172084	32,85	0,1
4237	19	719	6	-17,790175	-63,171656	71,05	0,21
4238	19	2000	7	-17,789759	-63,171443	51,28	0,15
4239	19	720	8	-17,789253	-63,17128	58,61	0,18
4240	19	1998	9	-17,788835	-63,171254	46,35	0,14
4241	19	1997	10	-17,78831	-63,171294	58,26	0,17
4242	19	721	11	-17,787611	-63,171404	78,24	0,23
4243	19	722	12	-17,786552	-63,171564	118,43	0,36
4244	19	17	13	-17,785668	-63,171699	98,88	0,3
4245	19	2100	14	-17,785551	-63,171633	14,72	0,04
4246	19	2099	15	-17,785379	-63,171726	21,44	0,06
4247	19	1523	16	-17,784837	-63,171817	60,76	0,18
4248	19	1648	17	-17,78405	-63,171938	88,04	0,26
4249	19	1816	18	-17,783103	-63,172051	105,49	0,32
4250	19	1996	19	-17,782795	-63,172136	35,26	0,11
4251	19	1711	20	-17,782451	-63,172197	38,62	0,12
4252	19	1706	21	-17,781988	-63,172276	51,92	0,16
4253	19	1761	22	-17,780853	-63,172419	126,53	0,38
4254	19	1712	23	-17,780187	-63,172513	74,38	0,22
4255	19	1795	24	-17,779521	-63,172609	74,41	0,22
4256	19	1989	25	-17,778254	-63,172873	143	0,43
4257	19	2200	26	-17,777933	-63,172923	35,92	0,11
4258	19	1988	27	-17,777672	-63,173017	30,56	0,09
4259	19	718	28	-17,777037	-63,173247	74,39	0,22
4260	19	2098	29	-17,776695	-63,173422	42,16	0,13
4261	19	1987	30	-17,776141	-63,17387	77,56	0,23
4262	19	1707	31	-17,775534	-63,174558	99,17	0,3
4263	19	2205	32	-17,775402	-63,174619	15,98	0,05
4264	19	2206	33	-17,775363	-63,174678	7,6	0,02
4265	19	2207	34	-17,775373	-63,174873	20,71	0,06
4266	19	1752	35	-17,774833	-63,1763	162,69	0,49
4267	19	2037	36	-17,774651	-63,177061	83,17	0,25
4268	19	2038	37	-17,77453	-63,17783	82,64	0,25
4269	19	1732	38	-17,77447	-63,178838	107,09	0,32
4270	19	1812	39	-17,774487	-63,179944	117,29	0,35
4271	19	1644	40	-17,774498	-63,180136	20,4	0,06
4272	19	1773	41	-17,774527	-63,180879	78,85	0,24
4273	19	1811	42	-17,77475	-63,182112	133,05	0,4
4274	19	1792	43	-17,774798	-63,182294	20,02	0,06
4275	19	1683	44	-17,77513	-63,183391	121,99	0,37
4276	19	1909	45	-17,775584	-63,184808	158,44	0,48
4277	19	1907	46	-17,775904	-63,185855	116,53	0,35
4278	19	1908	47	-17,776044	-63,186155	35,38	0,11
4279	19	1571	48	-17,776604	-63,187046	112,99	0,34
4280	19	1603	49	-17,777079	-63,187569	76,42	0,23
4281	19	1570	50	-17,777854	-63,188146	105,36	0,32
4282	19	1665	51	-17,778338	-63,18841	60,44	0,18
4283	19	2213	52	-17,779408	-63,188779	124,72	0,37
4284	19	1750	53	-17,780408	-63,188962	112,37	0,34
4285	19	1902	54	-17,780582	-63,188976	19,32	0,06
4286	19	1663	55	-17,781231	-63,18902	71,98	0,22
4287	19	1645	56	-17,782198	-63,188998	107,05	0,32
4288	19	1540	57	-17,783217	-63,189006	112,78	0,34
4289	19	1590	58	-17,783995	-63,189009	86,11	0,26
4290	19	1899	59	-17,784292	-63,18905	33,16	0,1
4291	19	1689	60	-17,784565	-63,189026	30,32	0,09
4292	19	1522	61	-17,785514	-63,188982	105,14	0,32
4293	19	1521	62	-17,786444	-63,188774	105,27	0,32
4294	19	1519	63	-17,787883	-63,18826	168,33	0,5
4295	19	1520	64	-17,788511	-63,188009	74,43	0,22
4296	19	1831	65	-17,788777	-63,18791	31,26	0,09
4297	19	2042	66	-17,789441	-63,187715	76,34	0,23
4298	19	2043	67	-17,789529	-63,187634	12,99	0,04
4299	19	1805	68	-17,789776	-63,187556	28,56	0,09
4300	19	1803	69	-17,790604	-63,187434	92,55	0,28
4301	19	1809	70	-17,791654	-63,187289	117,22	0,35
4302	19	1806	71	-17,791769	-63,187274	12,83	0,04
4303	19	1895	72	-17,792258	-63,187208	54,57	0,16
4304	19	1804	73	-17,792977	-63,187107	80,29	0,24
4305	19	1892	74	-17,793126	-63,187101	16,5	0,05
4306	19	1891	75	-17,793205	-63,187171	11,47	0,03
4307	19	1830	76	-17,793408	-63,187153	22,55	0,07
4308	19	1829	77	-17,793487	-63,18704	14,83	0,04
4309	19	1828	78	-17,793375	-63,186783	29,94	0,09
4310	19	1762	79	-17,7932	-63,185751	111,12	0,33
4311	19	2030	80	-17,792989	-63,184322	153,3	0,46
4312	19	2028	81	-17,792829	-63,183335	106,14	0,32
4313	19	2026	82	-17,792712	-63,18261	77,95	0,23
4314	19	2024	83	-17,792484	-63,181293	141,9	0,43
4315	19	2022	84	-17,792346	-63,180479	87,65	0,26
4316	19	2020	85	-17,792189	-63,179513	103,89	0,31
4317	19	2015	86	-17,791926	-63,177837	180,07	0,54
4318	19	2016	87	-17,791889	-63,177666	18,59	0,06
4319	19	2011	88	-17,791724	-63,17663	111,35	0,33
4320	19	2009	89	-17,791598	-63,175807	88,37	0,27
4321	19	2006	90	-17,791357	-63,17438	153,64	0,46
4322	19	2005	91	-17,791246	-63,173629	80,57	0,24
4323	19	2003	92	-17,791363	-63,173439	23,95	0,07
4324	20	712	1	-17,791283	-63,172825	0	0
4325	20	2002	2	-17,791053	-63,173076	36,83	0,11
4326	20	724	3	-17,791124	-63,173602	56,32	0,17
4327	20	2007	4	-17,791249	-63,174408	86,57	0,26
4328	20	2008	5	-17,791487	-63,175829	152,95	0,46
4329	20	2010	6	-17,791617	-63,176648	88,02	0,26
4330	20	2012	7	-17,791778	-63,177601	102,6	0,31
4331	20	2013	8	-17,791764	-63,177707	11,35	0,03
4332	20	2014	9	-17,791821	-63,177868	18,2	0,05
4333	20	2019	10	-17,792085	-63,179528	178,42	0,54
4334	20	2021	11	-17,792244	-63,180494	103,92	0,31
4335	20	2023	12	-17,792375	-63,181312	87,93	0,26
4336	20	2025	13	-17,792604	-63,182624	141,4	0,42
4337	20	2027	14	-17,792746	-63,183532	97,55	0,29
4338	20	2029	15	-17,792865	-63,184312	83,74	0,25
4339	20	1774	16	-17,793085	-63,185863	166,24	0,5
4340	20	1893	17	-17,793185	-63,186796	99,54	0,3
4341	20	1894	18	-17,793071	-63,186873	15,03	0,05
4342	20	1801	19	-17,792233	-63,186996	93,66	0,28
4343	20	1896	20	-17,791643	-63,187061	65,66	0,2
4344	20	1802	21	-17,790455	-63,187233	132,74	0,4
4345	20	1897	22	-17,789761	-63,187347	77,76	0,23
4346	20	723	23	-17,789356	-63,187411	45,34	0,14
4347	20	1898	24	-17,789173	-63,18754	24,44	0,07
4348	20	1833	25	-17,788624	-63,187739	64,32	0,19
4349	20	1589	26	-17,788041	-63,187975	69,21	0,21
4350	20	1588	27	-17,786324	-63,188601	201,29	0,6
4351	20	1605	28	-17,785513	-63,188754	91,21	0,27
4352	20	1604	29	-17,784824	-63,188795	76,38	0,23
4353	20	1510	30	-17,784366	-63,188702	51,64	0,15
4354	20	1518	31	-17,783141	-63,1888	135,98	0,41
4355	20	1900	32	-17,78218	-63,188791	106,37	0,32
4356	20	1757	33	-17,781214	-63,18879	106,91	0,32
4357	20	1901	34	-17,780613	-63,188744	66,7	0,2
4358	20	1903	35	-17,779434	-63,18857	131,79	0,4
4359	20	1710	36	-17,778446	-63,18824	114,81	0,34
4360	20	2210	37	-17,777905	-63,18797	66,37	0,2
4361	20	1905	38	-17,777208	-63,187425	96,39	0,29
4362	20	1906	39	-17,77677	-63,186943	70,44	0,21
4363	20	1517	40	-17,776171	-63,185953	124,16	0,37
4364	20	1758	41	-17,77568	-63,184553	158,09	0,47
4365	20	1759	42	-17,775314	-63,183376	131,22	0,39
4366	20	1760	43	-17,774991	-63,182281	121,49	0,36
4367	20	1808	44	-17,774944	-63,1821	19,89	0,06
4368	20	1813	45	-17,774733	-63,180949	124,26	0,37
4369	20	1822	46	-17,774694	-63,179929	108,25	0,32
4370	20	1740	47	-17,774665	-63,178818	117,85	0,35
4371	20	1799	48	-17,774701	-63,178039	82,7	0,25
4372	20	1741	49	-17,774868	-63,177036	107,95	0,32
4373	20	1733	50	-17,775219	-63,175748	142	0,43
4374	20	2204	51	-17,775563	-63,174974	90,47	0,27
4375	20	710	52	-17,775721	-63,174671	36,58	0,11
4376	20	2203	53	-17,776101	-63,174184	66,6	0,2
4377	20	2202	54	-17,777115	-63,173433	137,61	0,41
4378	20	2201	55	-17,777751	-63,173193	74,85	0,22
4379	20	1990	56	-17,778043	-63,173177	32,36	0,1
4380	20	1991	57	-17,778291	-63,173097	28,73	0,09
4381	20	715	58	-17,779421	-63,172831	128,21	0,38
4382	20	1993	59	-17,780875	-63,172619	162,49	0,49
4383	20	1994	60	-17,780978	-63,172604	11,51	0,03
4384	20	1807	61	-17,781819	-63,172484	93,95	0,28
4385	20	18	62	-17,782832	-63,172338	113,18	0,34
4386	20	1817	63	-17,783016	-63,172404	21,53	0,06
4387	20	3	64	-17,783154	-63,172292	19,35	0,06
4388	20	1756	65	-17,78407	-63,172145	102,57	0,31
4389	20	1516	66	-17,78485	-63,172034	87,13	0,26
4390	20	2216	67	-17,785411	-63,171954	62,67	0,19
4391	20	1515	68	-17,785582	-63,171997	19,47	0,06
4392	20	1514	69	-17,785682	-63,171919	13,82	0,04
4393	20	709	70	-17,786583	-63,171761	101,12	0,3
4394	20	714	71	-17,787723	-63,171585	127,55	0,38
4395	20	708	72	-17,788916	-63,171454	132,77	0,4
4396	20	1999	73	-17,78958	-63,17159	74,89	0,22
4397	20	2109	74	-17,789891	-63,171715	36,88	0,11
4398	20	713	75	-17,790346	-63,172048	61,5	0,18
4399	20	2108	76	-17,790688	-63,172426	55,13	0,17
4400	20	2001	77	-17,790878	-63,172693	35,27	0,11
4401	20	1713	78	-17,791028	-63,172511	25,46	0,08
